symbol,direction,sell_venue,buy_venue,notional_usd,quantity,common_step,step_origin,arrival_seq,session_id,ts_utc,sell_vwap,buy_vwap,reference_price,fill_usd_est,gross_entry_bps,entry_fees_bps,entry_after_fees_bps,entry_after_fees_and_reserve_bps,exit_fee_assumption_bps,reserve_bps,funding_estimate_bps,funding_status,quality_ok,cost_qualified,mapping_verified,mapping_status,reject_reason,executable,receive_age_sell_ms,receive_age_buy_ms,event_skew_ms,event_age_sell_ms,event_age_buy_ms,event_age_status,clock_offset_unknown,exit_status,note
NVDA,HL>ONDO,HL,ONDO,100,0.450,0.010,instrument_metadata,138,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:04.242Z,222.0874666666666666666666667,222.00,222.040,99.93936000000000000000000002,3.939230168738365459676936588,3.40,0.539230168738365459676936588,-4.460769831261634540323063412,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,94,0,312.546769,1617.176064,1304.629295,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,500,2.250,0.010,instrument_metadata,138,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:04.242Z,222.0814933333333333333333333,222.00,222.040,499.6833599999999999999999999,3.670209571848916111211191677,3.40,0.270209571848916111211191677,-4.729790428151083888788808323,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,94,0,312.546769,1617.176064,1304.629295,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,1000,4.500,0.010,instrument_metadata,138,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:04.242Z,222.0807466666666666666666667,222.00,222.040,999.3633600000000000000000002,3.636581997237734942652976941,3.40,0.236581997237734942652976941,-4.763418002762265057347023059,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,94,0,312.546769,1617.176064,1304.629295,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,100,0.450,0.010,instrument_metadata,160,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:09.720Z,222.0874666666666666666666667,222.00,222.040,99.93936000000000000000000002,3.939230168738365459676936588,3.40,0.539230168738365459676936588,-4.460769831261634540323063412,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,110,154.582264,1553.590036,1399.007772,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,500,2.250,0.010,instrument_metadata,160,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:09.720Z,222.0814933333333333333333333,222.00,222.040,499.6833599999999999999999999,3.670209571848916111211191677,3.40,0.270209571848916111211191677,-4.729790428151083888788808323,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,110,154.582264,1553.590036,1399.007772,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,1000,4.500,0.010,instrument_metadata,160,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:09.720Z,222.0807466666666666666666667,222.00,222.040,999.3633600000000000000000002,3.636581997237734942652976941,3.40,0.236581997237734942652976941,-4.763418002762265057347023059,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,110,154.582264,1553.590036,1399.007772,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,100,0.450,0.010,instrument_metadata,161,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:09.879Z,222.0874666666666666666666667,222.00,222.040,99.93936000000000000000000002,3.939230168738365459676936588,3.40,0.539230168738365459676936588,-4.460769831261634540323063412,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,156,0,410.583958,1712.639136,1302.055178,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,500,2.250,0.010,instrument_metadata,161,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:09.879Z,222.0814933333333333333333333,222.00,222.040,499.6833599999999999999999999,3.670209571848916111211191677,3.40,0.270209571848916111211191677,-4.729790428151083888788808323,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,156,0,410.583958,1712.639136,1302.055178,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,1000,4.500,0.010,instrument_metadata,161,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:09.879Z,222.0807466666666666666666667,222.00,222.040,999.3633600000000000000000002,3.636581997237734942652976941,3.40,0.236581997237734942652976941,-4.763418002762265057347023059,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,156,0,410.583958,1712.639136,1302.055178,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,100,0.450,0.010,instrument_metadata,186,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:15.086Z,222.0874666666666666666666667,222.00,222.040,99.93936000000000000000000002,3.939230168738365459676936588,3.40,0.539230168738365459676936588,-4.460769831261634540323063412,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,63,151.621388,1528.699972,1377.078584,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,500,2.250,0.010,instrument_metadata,186,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:15.086Z,222.0814933333333333333333333,222.00,222.040,499.6833599999999999999999999,3.670209571848916111211191677,3.40,0.270209571848916111211191677,-4.729790428151083888788808323,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,63,151.621388,1528.699972,1377.078584,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,1000,4.500,0.010,instrument_metadata,186,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:15.086Z,222.0807466666666666666666667,222.00,222.040,999.3633600000000000000000002,3.636581997237734942652976941,3.40,0.236581997237734942652976941,-4.763418002762265057347023059,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,63,151.621388,1528.699972,1377.078584,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,100,0.450,0.010,instrument_metadata,187,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:15.266Z,222.0874666666666666666666667,222.00,222.040,99.93936000000000000000000002,3.939230168738365459676936588,3.40,0.539230168738365459676936588,-4.460769831261634540323063412,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,187,0,407.623334,1708.049372,1300.426038,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,500,2.250,0.010,instrument_metadata,187,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:15.266Z,222.0814933333333333333333333,222.00,222.040,499.6833599999999999999999999,3.670209571848916111211191677,3.40,0.270209571848916111211191677,-4.729790428151083888788808323,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,187,0,407.623334,1708.049372,1300.426038,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,1000,4.500,0.010,instrument_metadata,187,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:15.266Z,222.0807466666666666666666667,222.00,222.040,999.3633600000000000000000002,3.636581997237734942652976941,3.40,0.236581997237734942652976941,-4.763418002762265057347023059,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,187,0,407.623334,1708.049372,1300.426038,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,100,0.450,0.010,instrument_metadata,208,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:20.619Z,222.0874666666666666666666667,222.00,222.040,99.93936000000000000000000002,3.939230168738365459676936588,3.40,0.539230168738365459676936588,-4.460769831261634540323063412,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,234,47.662009,1581.231972,1533.569963,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,500,2.250,0.010,instrument_metadata,208,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:20.619Z,222.0814933333333333333333333,222.00,222.040,499.6833599999999999999999999,3.670209571848916111211191677,3.40,0.270209571848916111211191677,-4.729790428151083888788808323,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,234,47.662009,1581.231972,1533.569963,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,1000,4.500,0.010,instrument_metadata,208,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:20.619Z,222.0807466666666666666666667,222.00,222.040,999.3633600000000000000000002,3.636581997237734942652976941,3.40,0.236581997237734942652976941,-4.763418002762265057347023059,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,234,47.662009,1581.231972,1533.569963,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,100,0.450,0.010,instrument_metadata,209,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:20.639Z,222.0874666666666666666666667,222.00,222.040,99.93936000000000000000000002,3.939230168738365459676936588,3.40,0.539230168738365459676936588,-4.460769831261634540323063412,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,16,0,303.66389,1601.658572,1297.994682,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,500,2.250,0.010,instrument_metadata,209,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:20.639Z,222.0814933333333333333333333,222.00,222.040,499.6833599999999999999999999,3.670209571848916111211191677,3.40,0.270209571848916111211191677,-4.729790428151083888788808323,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,16,0,303.66389,1601.658572,1297.994682,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,1000,4.500,0.010,instrument_metadata,209,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:20.639Z,222.0807466666666666666666667,222.00,222.040,999.3633600000000000000000002,3.636581997237734942652976941,3.40,0.236581997237734942652976941,-4.763418002762265057347023059,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,16,0,303.66389,1601.658572,1297.994682,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,100,0.450,0.010,instrument_metadata,235,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:26.036Z,222.0874666666666666666666667,222.00,222.040,99.93936000000000000000000002,3.939230168738365459676936588,3.40,0.539230168738365459676936588,-4.460769831261634540323063412,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,16,206.703544,1513.975336,1307.271792,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,500,2.250,0.010,instrument_metadata,235,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:26.036Z,222.0814933333333333333333333,222.00,222.040,499.6833599999999999999999999,3.670209571848916111211191677,3.40,0.270209571848916111211191677,-4.729790428151083888788808323,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,16,206.703544,1513.975336,1307.271792,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,1000,4.500,0.010,instrument_metadata,235,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:26.036Z,222.0807466666666666666666667,222.00,222.040,999.3633600000000000000000002,3.636581997237734942652976941,3.40,0.236581997237734942652976941,-4.763418002762265057347023059,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,16,206.703544,1513.975336,1307.271792,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,100,0.450,0.010,instrument_metadata,236,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:26.325Z,222.0874666666666666666666667,222.00,222.040,99.93936000000000000000000002,3.939230168738365459676936588,3.40,0.539230168738365459676936588,-4.460769831261634540323063412,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,281,0,462.705425,1802.690136,1339.984711,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,500,2.250,0.010,instrument_metadata,236,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:26.325Z,222.0814933333333333333333333,222.00,222.040,499.6833599999999999999999999,3.670209571848916111211191677,3.40,0.270209571848916111211191677,-4.729790428151083888788808323,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,281,0,462.705425,1802.690136,1339.984711,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,1000,4.500,0.010,instrument_metadata,236,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:26.325Z,222.0807466666666666666666667,222.00,222.040,999.3633600000000000000000002,3.636581997237734942652976941,3.40,0.236581997237734942652976941,-4.763418002762265057347023059,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,281,0,462.705425,1802.690136,1339.984711,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,100,0.450,0.010,instrument_metadata,257,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:31.432Z,222.0874666666666666666666667,222.00,222.040,99.93936000000000000000000002,3.939230168738365459676936588,3.40,0.539230168738365459676936588,-4.460769831261634540323063412,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,282,61.258434,1517.048336,1578.30677,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,500,2.250,0.010,instrument_metadata,257,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:31.432Z,222.0814933333333333333333333,222.00,222.040,499.6833599999999999999999999,3.670209571848916111211191677,3.40,0.270209571848916111211191677,-4.729790428151083888788808323,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,282,61.258434,1517.048336,1578.30677,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,1000,4.500,0.010,instrument_metadata,257,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:31.432Z,222.0807466666666666666666667,222.00,222.040,999.3633600000000000000000002,3.636581997237734942652976941,3.40,0.236581997237734942652976941,-4.763418002762265057347023059,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,0,282,61.258434,1517.048336,1578.30677,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,100,0.450,0.010,instrument_metadata,258,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:31.458Z,222.0874666666666666666666667,222.00,222.040,99.93936000000000000000000002,3.939230168738365459676936588,3.40,0.539230168738365459676936588,-4.460769831261634540323063412,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,31,0,210.743592,1543.654936,1332.911344,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,500,2.250,0.010,instrument_metadata,258,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:31.458Z,222.0814933333333333333333333,222.00,222.040,499.6833599999999999999999999,3.670209571848916111211191677,3.40,0.270209571848916111211191677,-4.729790428151083888788808323,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,31,0,210.743592,1543.654936,1332.911344,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,1000,4.500,0.010,instrument_metadata,258,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:31.458Z,222.0807466666666666666666667,222.00,222.040,999.3633600000000000000000002,3.636581997237734942652976941,3.40,0.236581997237734942652976941,-4.763418002762265057347023059,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,31,0,210.743592,1543.654936,1332.911344,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,100,0.450,0.010,instrument_metadata,259,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:31.682Z,222.0874666666666666666666667,222.00,222.040,99.93936000000000000000000002,3.939230168738365459676936588,3.40,0.539230168738365459676936588,-4.460769831261634540323063412,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,250,0,466.745499,1767.338536,1300.593037,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
NVDA,HL>ONDO,HL,ONDO,500,2.250,0.010,instrument_metadata,259,20260919T093133Z-1980d7eb74f6,2026-09-19T09:32:31.682Z,222.0814933333333333333333333,222.00,222.040,499.6833599999999999999999999,3.670209571848916111211191677,3.40,0.270209571848916111211191677,-4.729790428151083888788808323,3.40,5.0,-0.00050000,observed,true,true,false,mapping_unverified,,false,250,0,466.745499,1767.338536,1300.593037,not_checked,true,unclosed,"the multiplier / settlement-asset / underlying equivalence of this pair is not verified anywhere in this repository (plan 5.2), so the row is a nominal comparison and never an executable conclusion"
